case_id	check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class	sample	source_format	family	agency	year	page_a	page_b	command_a	command_b	field_a	field_b	observed_a	observed_b	honest_claim	contract_source	not_abstain	not_repeat
v-shadow-005398	render-diff	inspect-watermark	1	0	0	SHADOW_A_ONLY	samples/공정거래위원회/학술논문/case-00326-64-2020.hwpx	hwpx	학술논문	공정거래위원회	2020	3	8	rhwp render-diff --json	rhwp inspect watermark --json	pageCountMismatch	clean	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:inspect watermark	1	1
v-shadow-005399	render-diff	inspect-watermark	0	1	0	SHADOW_B_ONLY	samples/금융위원회/입법예고/case-00326-65-2021.hwp	hwp	입법예고	금융위원회	2021	6	4	rhwp render-diff --json	rhwp inspect watermark --json	pageCountMismatch	clean	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:inspect watermark	1	1
v-shadow-005400	render-diff	inspect-watermark	0	0	0	JOINT_BOTH_FAIL	samples/방송통신위원회/보도자료/case-00326-66-2022.hwpx	hwpx	보도자료	방송통신위원회	2022	8	7	rhwp render-diff --json	rhwp inspect watermark --json	pageCountMismatch	clean	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:render-diff|src/main.rs:inspect watermark	1	1
v-shadow-005401	render-diff	replay	1	1	1	JOINT_PASS	samples/개인정보보호위원회/내부결재/case-00326-67-2023.hwp	hwp	내부결재	개인정보보호위원회	2023	6	6	rhwp render-diff --json	rhwp replay --json	pageCountMismatch	reproduced	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:render-diff|src/main.rs:replay	1	1
v-shadow-005402	render-diff	replay	1	0	0	SHADOW_A_ONLY	samples/국민권익위원회/수신문서/case-00326-68-2024.hwpx	hwpx	수신문서	국민권익위원회	2024	7	11	rhwp render-diff --json	rhwp replay --json	pageCountMismatch	reproduced	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:replay	1	1
v-shadow-005403	render-diff	replay	0	1	0	SHADOW_B_ONLY	samples/국가인권위원회/발신문서/case-00326-69-2025.hwp	hwp	발신문서	국가인권위원회	2025	11	8	rhwp render-diff --json	rhwp replay --json	pageCountMismatch	reproduced	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:replay	1	1
v-shadow-005404	render-diff	replay	0	0	0	JOINT_BOTH_FAIL	samples/통계청/회의안건/case-00326-70-2026.hwpx	hwpx	회의안건	통계청	2026	10	15	rhwp render-diff --json	rhwp replay --json	pageCountMismatch	reproduced	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:render-diff|src/main.rs:replay	1	1
v-shadow-005405	render-diff	audit	1	1	1	JOINT_PASS	samples/기상청/심사평가/case-00326-71-2016.hwp	hwp	심사평가	기상청	2016	10	10	rhwp render-diff --json	rhwp audit --json	pageCountMismatch	valid	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:render-diff|src/main.rs:audit	1	1
v-shadow-005406	render-diff	audit	1	0	0	SHADOW_A_ONLY	samples/관세청/현장점검/case-00326-72-2017.hwpx	hwpx	현장점검	관세청	2017	11	14	rhwp render-diff --json	rhwp audit --json	pageCountMismatch	valid	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:audit	1	1
v-shadow-005407	render-diff	audit	0	1	0	SHADOW_B_ONLY	samples/검찰청/안전관리/case-00326-73-2018.hwp	hwp	안전관리	검찰청	2018	13	12	rhwp render-diff --json	rhwp audit --json	pageCountMismatch	valid	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:audit	1	1
v-shadow-005408	render-diff	audit	0	0	0	JOINT_BOTH_FAIL	samples/경찰청/개인정보/case-00326-74-2019.hwpx	hwpx	개인정보	경찰청	2019	15	18	rhwp render-diff --json	rhwp audit --json	pageCountMismatch	valid	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:render-diff|src/main.rs:audit	1	1
v-shadow-005409	render-diff	lineage	1	1	1	JOINT_PASS	samples/소방청/정보공개/case-00326-75-2020.hwp	hwp	정보공개	소방청	2020	14	14	rhwp render-diff --json	rhwp lineage --json	pageCountMismatch	matches	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:render-diff|src/main.rs:lineage	1	1
v-shadow-005410	render-diff	lineage	1	0	0	SHADOW_A_ONLY	samples/해양경찰청/민원회신/case-00326-76-2021.hwpx	hwpx	민원회신	해양경찰청	2021	15	17	rhwp render-diff --json	rhwp lineage --json	pageCountMismatch	matches	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:lineage	1	1
v-shadow-005411	render-diff	lineage	0	1	0	SHADOW_B_ONLY	samples/병무청/훈령별표/case-00326-77-2022.hwp	hwp	훈령별표	병무청	2022	18	16	rhwp render-diff --json	rhwp lineage --json	pageCountMismatch	matches	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:lineage	1	1
v-shadow-005412	render-diff	lineage	0	0	0	JOINT_BOTH_FAIL	samples/산림청/질의회신/case-00326-78-2023.hwpx	hwpx	질의회신	산림청	2023	20	21	rhwp render-diff --json	rhwp lineage --json	pageCountMismatch	matches	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:render-diff|src/main.rs:lineage	1	1
v-shadow-005413	render-diff	csv-to-table-verify	1	1	1	JOINT_PASS	samples/농촌진흥청/업무계획/case-00326-79-2024.hwp	hwp	업무계획	농촌진흥청	2024	18	18	rhwp render-diff --json	rhwp csv-to-table --verify --json	pageCountMismatch	verify.identical	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:render-diff|src/main.rs:csv-to-table	1	1
v-shadow-005414	render-diff	csv-to-table-verify	1	0	0	SHADOW_A_ONLY	samples/중소벤처기업부/점검표/case-00326-80-2025.hwpx	hwpx	점검표	중소벤처기업부	2025	19	25	rhwp render-diff --json	rhwp csv-to-table --verify --json	pageCountMismatch	verify.identical	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:csv-to-table	1	1
v-shadow-005415	render-diff	csv-to-table-verify	0	1	0	SHADOW_B_ONLY	samples/과학기술정보통신부/서식/case-00326-81-2026.hwp	hwp	서식	과학기술정보통신부	2026	23	20	rhwp render-diff --json	rhwp csv-to-table --verify --json	pageCountMismatch	verify.identical	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:csv-to-table	1	1
v-shadow-005416	render-diff	csv-to-table-verify	0	0	0	JOINT_BOTH_FAIL	samples/문화체육관광부/예규/case-00326-82-2016.hwpx	hwpx	예규	문화체육관광부	2016	22	24	rhwp render-diff --json	rhwp csv-to-table --verify --json	pageCountMismatch	verify.identical	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:render-diff|src/main.rs:csv-to-table	1	1
v-shadow-005417	render-diff	sanitize-verify	1	1	1	JOINT_PASS	samples/환경부/지침/case-00326-83-2017.hwp	hwp	지침	환경부	2017	22	22	rhwp render-diff --json	rhwp sanitize --verify --json	pageCountMismatch	verify.identical	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:render-diff|src/main.rs:sanitize	1	1
v-shadow-005418	render-diff	sanitize-verify	1	0	0	SHADOW_A_ONLY	samples/해양수산부/공고/case-00326-84-2018.hwpx	hwpx	공고	해양수산부	2018	23	28	rhwp render-diff --json	rhwp sanitize --verify --json	pageCountMismatch	verify.identical	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:sanitize	1	1
v-shadow-005419	render-diff	sanitize-verify	0	1	0	SHADOW_B_ONLY	samples/법제처/기안문/case-00327-85-2019.hwp	hwp	기안문	법제처	2019	25	24	rhwp render-diff --json	rhwp sanitize --verify --json	pageCountMismatch	verify.identical	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:sanitize	1	1
v-shadow-005420	render-diff	sanitize-verify	0	0	0	JOINT_BOTH_FAIL	samples/행정안전부/편람/case-00327-86-2020.hwpx	hwpx	편람	행정안전부	2020	27	27	rhwp render-diff --json	rhwp sanitize --verify --json	pageCountMismatch	verify.identical	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:render-diff|src/main.rs:sanitize	1	1
v-shadow-005421	dump-pages	ir-diff	1	1	1	JOINT_PASS	samples/국세청/시험지/case-00327-87-2021.hwp	hwp	시험지	국세청	2021	26	26	rhwp dump-pages --json	rhwp ir-diff --json	pageCount	identical	26	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:dump-pages|src/main.rs:ir-diff	1	1
v-shadow-005422	dump-pages	ir-diff	1	0	0	SHADOW_A_ONLY	samples/대법원/훈령/case-00327-88-2022.hwpx	hwpx	훈령	대법원	2022	27	31	rhwp dump-pages --json	rhwp ir-diff --json	pageCount	identical	27	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:ir-diff	1	1
v-shadow-005423	dump-pages	ir-diff	0	1	0	SHADOW_B_ONLY	samples/특허청/고시/case-00327-89-2023.hwp	hwp	고시	특허청	2023	30	28	rhwp dump-pages --json	rhwp ir-diff --json	pageCount	identical	30+1	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:ir-diff	1	1
v-shadow-005424	dump-pages	ir-diff	0	0	0	JOINT_BOTH_FAIL	samples/교육부/공고문/case-00327-90-2024.hwpx	hwpx	공고문	교육부	2024	32	35	rhwp dump-pages --json	rhwp ir-diff --json	pageCount	identical	32+1	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:dump-pages|src/main.rs:ir-diff	1	1
v-shadow-005425	dump-pages	verify-pages	1	1	1	JOINT_PASS	samples/보건복지부/회의록/case-00327-91-2025.hwp	hwp	회의록	보건복지부	2025	30	30	rhwp dump-pages --json	rhwp verify --expect-pages --json	pageCount	failCount	30	0	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:dump-pages|src/main.rs:verify	1	1
v-shadow-005426	dump-pages	verify-pages	1	0	0	SHADOW_A_ONLY	samples/국토교통부/예산서/case-00327-92-2026.hwpx	hwpx	예산서	국토교통부	2026	31	34	rhwp dump-pages --json	rhwp verify --expect-pages --json	pageCount	failCount	31	1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:verify	1	1
v-shadow-005427	dump-pages	verify-pages	0	1	0	SHADOW_B_ONLY	samples/고용노동부/결산서/case-00327-93-2016.hwp	hwp	결산서	고용노동부	2016	35	32	rhwp dump-pages --json	rhwp verify --expect-pages --json	pageCount	failCount	35+1	0	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:verify	1	1
v-shadow-005428	dump-pages	verify-pages	0	0	0	JOINT_BOTH_FAIL	samples/외교부/계약서/case-00327-94-2017.hwpx	hwpx	계약서	외교부	2017	34	38	rhwp dump-pages --json	rhwp verify --expect-pages --json	pageCount	failCount	34+1	1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:dump-pages|src/main.rs:verify	1	1
v-shadow-005429	dump-pages	fill-verify	1	1	1	JOINT_PASS	samples/기획재정부/용역보고서/case-00327-95-2018.hwp	hwp	용역보고서	기획재정부	2018	34	34	rhwp dump-pages --json	rhwp fill-fields --verify --json	pageCount	verify.identical	34	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:dump-pages|src/main.rs:fill-fields	1	1
v-shadow-005430	dump-pages	fill-verify	1	0	0	SHADOW_A_ONLY	samples/공정거래위원회/학술논문/case-00327-96-2019.hwpx	hwpx	학술논문	공정거래위원회	2019	35	37	rhwp dump-pages --json	rhwp fill-fields --verify --json	pageCount	verify.identical	35	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:fill-fields	1	1
v-shadow-005431	dump-pages	fill-verify	0	1	0	SHADOW_B_ONLY	samples/금융위원회/입법예고/case-00327-00-2020.hwp	hwp	입법예고	금융위원회	2020	37	36	rhwp dump-pages --json	rhwp fill-fields --verify --json	pageCount	verify.identical	37+1	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:fill-fields	1	1
v-shadow-005432	dump-pages	fill-verify	0	0	0	JOINT_BOTH_FAIL	samples/방송통신위원회/보도자료/case-00327-01-2021.hwpx	hwpx	보도자료	방송통신위원회	2021	39	41	rhwp dump-pages --json	rhwp fill-fields --verify --json	pageCount	verify.identical	39+1	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:dump-pages|src/main.rs:fill-fields	1	1
v-shadow-005433	dump-pages	layout-anomaly	1	1	1	JOINT_PASS	samples/개인정보보호위원회/내부결재/case-00327-02-2022.hwp	hwp	내부결재	개인정보보호위원회	2022	38	38	rhwp dump-pages --json	rhwp layout-anomaly --json	pageCount	hasSignal	38	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:dump-pages|src/main.rs:layout-anomaly	1	1
v-shadow-005434	dump-pages	layout-anomaly	1	0	0	SHADOW_A_ONLY	samples/국민권익위원회/수신문서/case-00327-03-2023.hwpx	hwpx	수신문서	국민권익위원회	2023	39	45	rhwp dump-pages --json	rhwp layout-anomaly --json	pageCount	hasSignal	39	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:layout-anomaly	1	1
v-shadow-005435	dump-pages	layout-anomaly	0	1	0	SHADOW_B_ONLY	samples/국가인권위원회/발신문서/case-00327-04-2024.hwp	hwp	발신문서	국가인권위원회	2024	42	40	rhwp dump-pages --json	rhwp layout-anomaly --json	pageCount	hasSignal	42+1	false	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:layout-anomaly	1	1
v-shadow-005436	dump-pages	layout-anomaly	0	0	0	JOINT_BOTH_FAIL	samples/통계청/회의안건/case-00327-05-2025.hwpx	hwpx	회의안건	통계청	2025	44	44	rhwp dump-pages --json	rhwp layout-anomaly --json	pageCount	hasSignal	44+1	true	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:dump-pages|src/main.rs:layout-anomaly	1	1
v-shadow-005437	dump-pages	render-diff	1	1	1	JOINT_PASS	samples/기상청/심사평가/case-00327-06-2026.hwp	hwp	심사평가	기상청	2026	42	42	rhwp dump-pages --json	rhwp render-diff --json	pageCount	pageCountMismatch	42	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:dump-pages|src/main.rs:render-diff	1	1
v-shadow-005438	dump-pages	render-diff	1	0	0	SHADOW_A_ONLY	samples/관세청/현장점검/case-00327-07-2016.hwpx	hwpx	현장점검	관세청	2016	43	48	rhwp dump-pages --json	rhwp render-diff --json	pageCount	pageCountMismatch	43	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:render-diff	1	1
v-shadow-005439	dump-pages	render-diff	0	1	0	SHADOW_B_ONLY	samples/검찰청/안전관리/case-00327-08-2017.hwp	hwp	안전관리	검찰청	2017	47	44	rhwp dump-pages --json	rhwp render-diff --json	pageCount	pageCountMismatch	47+1	false	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:render-diff	1	1
v-shadow-005440	dump-pages	render-diff	0	0	0	JOINT_BOTH_FAIL	samples/경찰청/개인정보/case-00327-09-2018.hwpx	hwpx	개인정보	경찰청	2018	46	47	rhwp dump-pages --json	rhwp render-diff --json	pageCount	pageCountMismatch	46+1	true	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:dump-pages|src/main.rs:render-diff	1	1
v-shadow-005441	dump-pages	info	1	1	1	JOINT_PASS	samples/소방청/정보공개/case-00327-10-2019.hwp	hwp	정보공개	소방청	2019	46	46	rhwp dump-pages --json	rhwp info --json	pageCount	pageCount	46	46	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:dump-pages|src/main.rs:info	1	1
v-shadow-005442	dump-pages	info	1	0	0	SHADOW_A_ONLY	samples/해양경찰청/민원회신/case-00327-11-2020.hwpx	hwpx	민원회신	해양경찰청	2020	47	51	rhwp dump-pages --json	rhwp info --json	pageCount	pageCount	47	51+1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:info	1	1
v-shadow-005443	dump-pages	info	0	1	0	SHADOW_B_ONLY	samples/병무청/훈령별표/case-00327-12-2021.hwp	hwp	훈령별표	병무청	2021	49	48	rhwp dump-pages --json	rhwp info --json	pageCount	pageCount	49+1	48	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:info	1	1
v-shadow-005444	dump-pages	info	0	0	0	JOINT_BOTH_FAIL	samples/산림청/질의회신/case-00327-13-2022.hwpx	hwpx	질의회신	산림청	2022	51	55	rhwp dump-pages --json	rhwp info --json	pageCount	pageCount	51+1	55+1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:dump-pages|src/main.rs:info	1	1
v-shadow-005445	dump-pages	inspect-hidden	1	1	1	JOINT_PASS	samples/농촌진흥청/업무계획/case-00327-14-2023.hwp	hwp	업무계획	농촌진흥청	2023	50	50	rhwp dump-pages --json	rhwp inspect hidden-text --json	pageCount	clean	50	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:dump-pages|src/main.rs:inspect hidden-text	1	1
v-shadow-005446	dump-pages	inspect-hidden	1	0	0	SHADOW_A_ONLY	samples/중소벤처기업부/점검표/case-00327-15-2024.hwpx	hwpx	점검표	중소벤처기업부	2024	51	54	rhwp dump-pages --json	rhwp inspect hidden-text --json	pageCount	clean	51	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:inspect hidden-text	1	1
v-shadow-005447	dump-pages	inspect-hidden	0	1	0	SHADOW_B_ONLY	samples/과학기술정보통신부/서식/case-00327-16-2025.hwp	hwp	서식	과학기술정보통신부	2025	54	52	rhwp dump-pages --json	rhwp inspect hidden-text --json	pageCount	clean	54+1	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:inspect hidden-text	1	1
v-shadow-005448	dump-pages	inspect-hidden	0	0	0	JOINT_BOTH_FAIL	samples/문화체육관광부/예규/case-00327-17-2026.hwpx	hwpx	예규	문화체육관광부	2026	56	58	rhwp dump-pages --json	rhwp inspect hidden-text --json	pageCount	clean	56+1	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:dump-pages|src/main.rs:inspect hidden-text	1	1
v-shadow-005449	dump-pages	inspect-injection	1	1	1	JOINT_PASS	samples/환경부/지침/case-00327-18-2016.hwp	hwp	지침	환경부	2016	1	1	rhwp dump-pages --json	rhwp inspect injection --json	pageCount	clean	1	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:dump-pages|src/main.rs:inspect injection	1	1
v-shadow-005450	dump-pages	inspect-injection	1	0	0	SHADOW_A_ONLY	samples/해양수산부/공고/case-00327-19-2017.hwpx	hwpx	공고	해양수산부	2017	2	4	rhwp dump-pages --json	rhwp inspect injection --json	pageCount	clean	2	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:inspect injection	1	1
v-shadow-005451	dump-pages	inspect-injection	0	1	0	SHADOW_B_ONLY	samples/법제처/기안문/case-00328-20-2018.hwp	hwp	기안문	법제처	2018	6	3	rhwp dump-pages --json	rhwp inspect injection --json	pageCount	clean	6+1	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:inspect injection	1	1
v-shadow-005452	dump-pages	inspect-injection	0	0	0	JOINT_BOTH_FAIL	samples/행정안전부/편람/case-00328-21-2019.hwpx	hwpx	편람	행정안전부	2019	5	8	rhwp dump-pages --json	rhwp inspect injection --json	pageCount	clean	5+1	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:dump-pages|src/main.rs:inspect injection	1	1
v-shadow-005453	dump-pages	inspect-unicode	1	1	1	JOINT_PASS	samples/국세청/시험지/case-00328-22-2020.hwp	hwp	시험지	국세청	2020	5	5	rhwp dump-pages --json	rhwp inspect unicode --json	pageCount	clean	5	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:dump-pages|src/main.rs:inspect unicode	1	1
v-shadow-005454	dump-pages	inspect-unicode	1	0	0	SHADOW_A_ONLY	samples/대법원/훈령/case-00328-23-2021.hwpx	hwpx	훈령	대법원	2021	6	12	rhwp dump-pages --json	rhwp inspect unicode --json	pageCount	clean	6	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:inspect unicode	1	1
v-shadow-005455	dump-pages	inspect-unicode	0	1	0	SHADOW_B_ONLY	samples/특허청/고시/case-00328-24-2022.hwp	hwp	고시	특허청	2022	8	7	rhwp dump-pages --json	rhwp inspect unicode --json	pageCount	clean	8+1	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:inspect unicode	1	1
v-shadow-005456	dump-pages	inspect-unicode	0	0	0	JOINT_BOTH_FAIL	samples/교육부/공고문/case-00328-25-2023.hwpx	hwpx	공고문	교육부	2023	10	11	rhwp dump-pages --json	rhwp inspect unicode --json	pageCount	clean	10+1	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:dump-pages|src/main.rs:inspect unicode	1	1
v-shadow-005457	dump-pages	inspect-watermark	1	1	1	JOINT_PASS	samples/보건복지부/회의록/case-00328-26-2024.hwp	hwp	회의록	보건복지부	2024	9	9	rhwp dump-pages --json	rhwp inspect watermark --json	pageCount	clean	9	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:dump-pages|src/main.rs:inspect watermark	1	1
v-shadow-005458	dump-pages	inspect-watermark	1	0	0	SHADOW_A_ONLY	samples/국토교통부/예산서/case-00328-27-2025.hwpx	hwpx	예산서	국토교통부	2025	10	15	rhwp dump-pages --json	rhwp inspect watermark --json	pageCount	clean	10	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:inspect watermark	1	1
v-shadow-005459	dump-pages	inspect-watermark	0	1	0	SHADOW_B_ONLY	samples/고용노동부/결산서/case-00328-28-2026.hwp	hwp	결산서	고용노동부	2026	13	11	rhwp dump-pages --json	rhwp inspect watermark --json	pageCount	clean	13+1	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:inspect watermark	1	1
v-shadow-005460	dump-pages	inspect-watermark	0	0	0	JOINT_BOTH_FAIL	samples/외교부/계약서/case-00328-29-2016.hwpx	hwpx	계약서	외교부	2016	15	14	rhwp dump-pages --json	rhwp inspect watermark --json	pageCount	clean	15+1	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:dump-pages|src/main.rs:inspect watermark	1	1
v-shadow-005461	dump-pages	replay	1	1	1	JOINT_PASS	samples/기획재정부/용역보고서/case-00328-30-2017.hwp	hwp	용역보고서	기획재정부	2017	13	13	rhwp dump-pages --json	rhwp replay --json	pageCount	reproduced	13	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:dump-pages|src/main.rs:replay	1	1
v-shadow-005462	dump-pages	replay	1	0	0	SHADOW_A_ONLY	samples/공정거래위원회/학술논문/case-00328-31-2018.hwpx	hwpx	학술논문	공정거래위원회	2018	14	18	rhwp dump-pages --json	rhwp replay --json	pageCount	reproduced	14	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:replay	1	1
v-shadow-005463	dump-pages	replay	0	1	0	SHADOW_B_ONLY	samples/금융위원회/입법예고/case-00328-32-2019.hwp	hwp	입법예고	금융위원회	2019	18	15	rhwp dump-pages --json	rhwp replay --json	pageCount	reproduced	18+1	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:replay	1	1
v-shadow-005464	dump-pages	replay	0	0	0	JOINT_BOTH_FAIL	samples/방송통신위원회/보도자료/case-00328-33-2020.hwpx	hwpx	보도자료	방송통신위원회	2020	17	22	rhwp dump-pages --json	rhwp replay --json	pageCount	reproduced	17+1	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:dump-pages|src/main.rs:replay	1	1
v-shadow-005465	dump-pages	audit	1	1	1	JOINT_PASS	samples/개인정보보호위원회/내부결재/case-00328-34-2021.hwp	hwp	내부결재	개인정보보호위원회	2021	17	17	rhwp dump-pages --json	rhwp audit --json	pageCount	valid	17	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:dump-pages|src/main.rs:audit	1	1
v-shadow-005466	dump-pages	audit	1	0	0	SHADOW_A_ONLY	samples/국민권익위원회/수신문서/case-00328-35-2022.hwpx	hwpx	수신문서	국민권익위원회	2022	18	21	rhwp dump-pages --json	rhwp audit --json	pageCount	valid	18	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:dump-pages|src/main.rs:audit	1	1
