case_id	plan	expect_sha	reproduced	tool_version	verdict	mode	source	plan_sha256	output_sha256	expected_tool_version	input_path	action	exit_class	labor_accepted	evidence_kind	implementer_claim	sha_defect	family
v-replay-112494	{"planVersion":"1.0","input":"samples/특허청/입법예고-112494.hwp","output":"out/특허청/입법예고-112494-vreplay.hwp","steps":[{"action":"replace_text","find":"표 3","replace":"납기 2025-06-30"}]}			0.7.15	ATTEST_NOT_THIRD_PARTY	attest	capsule	373014002f26edf35bdf4289a7347d09aa4b6060179999e436c1ded1b45d3fe3	b4f3c5b168df430e0cdfa69ebc2c9c2cc8d1f4938c6e764a5737d0094a6d8a60	0.7.15	samples/특허청/입법예고-112494.hwp	replace_table_label	0	0	none	특허청 입법예고 건(#112493)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-112495	구현자 산문만으로 재현율을 100% 로 적겠습니다. case=112494 {"planVersion":"1.0","input":"samples/소방청/입법예고-112495.hwp","output":"out/소방청/입법예고-112495-vreplay.hwp","steps":[{"action":"replace_text","find":"표 4","replace":"검토 의견 없음"}]}				PROSE_NOT_EVIDENCE	absent	prose	82092bebe0a492a1601923c572f4080129cbf50278795de02f48c76c3ad14d3c	d171ab08df8eb6cf4b461436fd561cb76b346dd4af34c5522142aa4b47118fc5			prose	2	0	none	소방청 입법예고 건(#112494)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-112496	{"planVersion":"1.0","input":"samples/질병관리청/입법예고-112496.hwpx","output":"out/질병관리청/입법예고-112496-vreplay.hwpx","steps":[{"action":"replace_text","find":"표 5","replace":"한컴 공식 출력과 동일"}]}			0.7.13	NO_EXPECT_SHA	verify	replay	17365a2aea407f5e264383064c602381b724a9bb4d1b454efc1e2938a0fa00b5	784f05235e935bb1693e8add53c06e8cb1e2da003f2319dfd8d43ff2165593a5	0.7.13	samples/질병관리청/입법예고-112496.hwpx	replace_table_label	2	0	none	질병관리청 입법예고 건(#112495)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-112497	{"planVersion":"1.0","input":"samples/한국지능정보사회진흥원/입법예고-112497.hwp","output":"out/한국지능정보사회진흥원/입법예고-112497-vreplay.hwp","steps":[{"action":"replace_text","find":"표 6","replace":"2025년 1차"}]}	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa:112496	0	0.8.4	INVALID_EXPECT_SHA	verify	replay	892db5cfd470030d1a0ff10fabea0e46803d8af130168795b1857e1c9f494d42	569818ffc5c40508bece90fe66c0f12da9c3385b6e920f6805a769263cb5f4d0	0.8.4	samples/한국지능정보사회진흥원/입법예고-112497.hwp	replace_table_label	2	0	none	한국지능정보사회진흥원 입법예고 건(#112496)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	length	INVALID_EXPECT_SHA
v-replay-112498	{"planVersion":"1.0","input":"samples/한국연구재단/입법예고-112498.hwp","output":"out/한국연구재단/입법예고-112498-vreplay.hwp","steps":[{"action":"replace_text","find":"머리글","replace":"비밀유지 및 보안서약"}]}	04e87d15f2adb77cb5e0312451237dbc5e63f2751826f2698197929578e2c04d	1		TOOL_VERSION_MISSING	verify	replay	3efd7ceaa0282c566ba3b6949ca932a55465e1a82c5fe7dfd9715e5d37469067	04e87d15f2adb77cb5e0312451237dbc5e63f2751826f2698197929578e2c04d		samples/한국연구재단/입법예고-112498.hwp	set_header_text	2	0	none	한국연구재단 입법예고 건(#112497)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-112499	{"planVersion":"1.0","input":"samples/국민건강보험공단/입법예고-112499.hwp","output":"out/국민건강보험공단/입법예고-112499-vreplay.hwp","steps":[{"action":"replace_text","find":"머리글","replace":"비밀유지 및 보안서약"}]}	1202fc9771d1edc80fd2bd44f901c13ae32d4e077667c694a94999cbe33bdba6	1	0.8.2	TOOL_VERSION_MISMATCH	verify	replay	8ddd0cf78b68640da894aa62249424323714c7ffe521122c5ec225693ea4fc5c	1202fc9771d1edc80fd2bd44f901c13ae32d4e077667c694a94999cbe33bdba6	0.7.15	samples/국민건강보험공단/입법예고-112499.hwp	set_header_text	3	0	reproduced_field	국민건강보험공단 입법예고 건(#112498)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-112500		8ee6b035ee27ba74dc6f8e20c1ec4757d1cc1071428677d860813668b98ca697	1	0.8.1	NO_PLAN	verify	replay		894abc513a75bfbe3eb066d48a4ac66c0114ec48f42899c235da4bdb9583df1a	0.8.1		missing	2	0	none	한국토지주택공사 입법예고 건(#112499)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-112501	{"planVersion":"1.0","input":"samples/과학기술정보통신부/과업지시서-112501.hwpx","output":"out/과학기술정보통신부/과업지시서-112501-vreplay.hwpx","steps":[{"action":"replace_text","find":"머리글","replace":"개인정보 파기 절차"}]}	82ff2e222b5ea2ca163de97ab27df2631d6b6910b0bd44a7692a3502fadafed0	1	0.8.0	LABOR_ACCEPTED	verify	capsule	0d655dda551ca8ccf34ce99924da78673933e7ebef9dc3dae9f5aa4ca931b733	82ff2e222b5ea2ca163de97ab27df2631d6b6910b0bd44a7692a3502fadafed0	0.8.0	samples/과학기술정보통신부/과업지시서-112501.hwpx	set_header_text	0	1	reproduced_field	과학기술정보통신부 과업지시서 건(#112500)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-112502	{"planVersion":"1.0","input":"samples/행정안전부/과업지시서-112502.hwp","output":"out/행정안전부/과업지시서-112502-vreplay.hwp","steps":[{"action":"replace_text","find":"머리글","replace":"개인정보 파기 절차"}]}	22c58a24cfda4b7967111d5f27f3fae42c5b6d9a59a6333f9663737f9f0b9a1f	0	0.7.15	LABOR_REJECTED	verify	replay	b96ad95a05f8d0283b13c34596f451711bd5ab930feb62e35a749d6c19854b3b	bf119e7c835cad4bea73b29763e74a05118cb6f76b332d59ba684e0c40aa734f	0.7.15	samples/행정안전부/과업지시서-112502.hwp	set_header_text	3	0	reproduced_field	행정안전부 과업지시서 건(#112501)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-112503	{"planVersion":"1.0","input":"samples/기획재정부/과업지시서-112503.hwp","output":"out/기획재정부/과업지시서-112503-vreplay.hwp","steps":[{"action":"replace_text","find":"머리글","replace":"개인정보 파기 절차"}]}			0.7.14	ATTEST_NOT_THIRD_PARTY	attest	replay	1a8bb30ce39c0a466acf00fe2a769ebeb66b7942fc3f8808581834dbd1b4724c	3f1d38f2881c3f96efef83751ce6924469e279e90c69ee1099c890101f7dd3bf	0.7.14	samples/기획재정부/과업지시서-112503.hwp	set_header_text	0	0	none	기획재정부 과업지시서 건(#112502)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-112504	exit 3 이 났지만 도구 고장이므로 통과로 바꾸겠습니다. case=112503 {"planVersion":"1.0","input":"samples/법무부/과업지시서-112504.hwp","output":"out/법무부/과업지시서-112504-vreplay.hwp","steps":[{"action":"replace_text","find":"머리글","replace":"납기 2026-12-15"}]}				PROSE_NOT_EVIDENCE	absent	prose	feaf57856c556d341a14bbfda597b2d27c55a9ba38bf0c1bade47b83a9f82721	ae037a7484d24149be1ce282b9b120d3c01ff5b2bb4bba53dbb81ebd2297f215			prose	2	0	none	법무부 과업지시서 건(#112503)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-112505	{"planVersion":"1.0","input":"samples/교육부/과업지시서-112505.hwp","output":"out/교육부/과업지시서-112505-vreplay.hwp","steps":[{"action":"replace_text","find":"제3조 필수기능","replace":"납기 2026-12-15"}]}			0.8.4	NO_EXPECT_SHA	verify	replay	ed97b830ba74b8fcc81a702ed3eebab07e5839a67c3ee483744136f19b982a34	f38d4bc357e4606ddb24d6a74ab02f284ec3e5a08f727a8ccdd7d2528b0c5a4e	0.8.4	samples/교육부/과업지시서-112505.hwp	replace_text	2	0	none	교육부 과업지시서 건(#112504)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-112506	{"planVersion":"1.0","input":"samples/국방부/과업지시서-112506.hwpx","output":"out/국방부/과업지시서-112506-vreplay.hwpx","steps":[{"action":"replace_text","find":"별표 2 제출서류","replace":"납기 2026-12-15"}]}	 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa:112505	0	0.8.3	INVALID_EXPECT_SHA	verify	replay	cf54f28df44bf379770f296bfcaba6195470b4ff73690c7032699abf74e3ddd7	48c5105bb793883591534a7490ee19938f10d6b7ff1ce34b0f271a58f20c9c0e	0.8.3	samples/국방부/과업지시서-112506.hwpx	replace_text	2	0	none	국방부 과업지시서 건(#112505)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	whitespace	INVALID_EXPECT_SHA
v-replay-112507	{"planVersion":"1.0","input":"samples/보건복지부/과업지시서-112507.hwp","output":"out/보건복지부/과업지시서-112507-vreplay.hwp","steps":[{"action":"replace_text","find":"본 계약은 2024년에","replace":"검토 의견 조건부 가결"}]}	f81babddb0ed7cf3cdbe2a5bd335781344e8a47daf070dce53718f47b7b27d73	1		TOOL_VERSION_MISSING	verify	replay	2e2b9f80199c9190493b2b67d0b5b7620ea90f2783a715c8cdf984de8743cbd7	f81babddb0ed7cf3cdbe2a5bd335781344e8a47daf070dce53718f47b7b27d73		samples/보건복지부/과업지시서-112507.hwp	replace_text	2	0	none	보건복지부 과업지시서 건(#112506)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-112508	{"planVersion":"1.0","input":"samples/고용노동부/과업지시서-112508.hwp","output":"out/고용노동부/과업지시서-112508-vreplay.hwp","steps":[{"action":"replace_text","find":"비밀유지 의무","replace":"검토 의견 조건부 가결"}]}	959be55b9f88d084e8faf7718717f8367d0098f8fbeb5a009f1857ac90125187	1	0.8.1	TOOL_VERSION_MISMATCH	verify	replay	8944074705a2d85bad20465b2ad6bece3bbc062600f33cff9642abc1ce0e62f2	959be55b9f88d084e8faf7718717f8367d0098f8fbeb5a009f1857ac90125187	0.7.14	samples/고용노동부/과업지시서-112508.hwp	replace_text	3	0	reproduced_field	고용노동부 과업지시서 건(#112507)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-112509		f561a84bacfb2a0fb97503c8c4c2b8976884eed812d4bd485bba1abc184b4eee	1	0.8.0	NO_PLAN	verify	replay		8c8b21bb344c1bb0ffdbe65b7edc6edd051c8d84d4c27fb2778068e4e79d9082	0.8.0		missing	2	0	none	국토교통부 과업지시서 건(#112508)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-112510	{"planVersion":"1.0","input":"samples/환경부/과업지시서-112510.hwp","output":"out/환경부/과업지시서-112510-vreplay.hwp","steps":[{"action":"replace_text","find":"납기 2025-06-30","replace":"제3자 재현 해시만 인정"}]}	890488ed1da0b3090d1a8705a1e0855bfe50e7e1e5b2fc1178324b356ed46963	1	0.7.15	LABOR_ACCEPTED	verify	replay	4970c2fa058b5d0fd1a3a90b7c8802523f6cbcf47cb585384e0cd46124e6f63e	890488ed1da0b3090d1a8705a1e0855bfe50e7e1e5b2fc1178324b356ed46963	0.7.15	samples/환경부/과업지시서-112510.hwp	replace_text	0	1	reproduced_field	환경부 과업지시서 건(#112509)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-112511	{"planVersion":"1.0","input":"samples/산업통상자원부/과업지시서-112511.hwpx","output":"out/산업통상자원부/과업지시서-112511-vreplay.hwpx","steps":[{"action":"replace_text","find":"검토 의견 없음","replace":"제3자 재현 해시만 인정"}]}	74d69fa74601575391afd002aba2e76f7198808407ea05e1f9633753ba82b628	0	0.7.14	LABOR_REJECTED	verify	replay	303332bc1e10cb28270cd2ee7962af6cda3036be827f2a0b92d07ad2cb3db6ca	ddd7f926cf76f379d989524617c3edc4fd4e299d2aff4f170ef6bc5a7ff63a10	0.7.14	samples/산업통상자원부/과업지시서-112511.hwpx	replace_text	3	0	reproduced_field	산업통상자원부 과업지시서 건(#112510)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-112512	{"planVersion":"1.0","input":"samples/중소벤처기업부/과업지시서-112512.hwp","output":"out/중소벤처기업부/과업지시서-112512-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드5":"제3자 재현 해시만 인정"}}]}			0.7.13	ATTEST_NOT_THIRD_PARTY	attest	capsule	9b681055f6eeabb3d7479443426091352c2f8160b546365163aaede20cc3f9cb	a7376ee1bc86172d39b4738f5b968c7dd682d15d2691e625fef639503d789837	0.7.13	samples/중소벤처기업부/과업지시서-112512.hwp	fill_fields	0	0	none	중소벤처기업부 과업지시서 건(#112511)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-112513	로컬에서 재실행했고 성공했습니다. 해시 대조는 생략했습니다. case=112512 {"planVersion":"1.0","input":"samples/문화체육관광부/과업지시서-112513.hwp","output":"out/문화체육관광부/과업지시서-112513-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드6":"2026년 2차"}}]}				PROSE_NOT_EVIDENCE	absent	prose	087d827340eee2112cc36e4655df4ffc774abcf82d8d4175393360c02d791d4b	730c0ccae57e59a76b7801766cd3dbcfd8ee424a7de5fcaebdeb9ff3c1a3f430			prose	2	0	none	문화체육관광부 과업지시서 건(#112512)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-112514	{"planVersion":"1.0","input":"samples/농림축산식품부/과업지시서-112514.hwp","output":"out/농림축산식품부/과업지시서-112514-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드7":"2026년 2차"}}]}			0.8.3	NO_EXPECT_SHA	verify	replay	168c60c4d3dcbdc795ec4022ecef72f146abec0ffa53eb895cbc6afac6b103d9	f6d72eb1bedfd7b3a32a47559505d354e9b083b20fff78872f30108a2aa5e46f	0.8.3	samples/농림축산식품부/과업지시서-112514.hwp	fill_fields	2	0	none	농림축산식품부 과업지시서 건(#112513)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-112515	{"planVersion":"1.0","input":"samples/해양수산부/과업지시서-112515.hwp","output":"out/해양수산부/과업지시서-112515-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드8":"2026년 2차"}}]}	gggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg:112514	0	0.8.2	INVALID_EXPECT_SHA	verify	replay	25689f1a2860338f6426a877f954f603839fdc9905c687825d7cc9993beb3694	c40d40ff9cb3e889a75932ec1a4a33264a947be4b4060eda74577fa092b7983f	0.8.2	samples/해양수산부/과업지시서-112515.hwp	fill_fields	2	0	none	해양수산부 과업지시서 건(#112514)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	length	INVALID_EXPECT_SHA
v-replay-112516	{"planVersion":"1.0","input":"samples/여성가족부/과업지시서-112516.hwpx","output":"out/여성가족부/과업지시서-112516-vreplay.hwpx","steps":[{"action":"fill_fields","values":{"필드9":"4월 15일"}}]}	2c3e7f79626693729219be2c77cc663d06590f885c2af576382b8b6c2dcf140f	1		TOOL_VERSION_MISSING	verify	replay	c148e49a8f876b6532cf28d642419eb17f1708b6224e15e71c319eeb073514ee	2c3e7f79626693729219be2c77cc663d06590f885c2af576382b8b6c2dcf140f		samples/여성가족부/과업지시서-112516.hwpx	fill_fields	2	0	none	여성가족부 과업지시서 건(#112515)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-112517	{"planVersion":"1.0","input":"samples/통일부/과업지시서-112517.hwp","output":"out/통일부/과업지시서-112517-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드10":"4월 15일"}}]}	1e400bf3f7f38f220839039c30c3a237e4b81fd67d25d3b61218a86d762ba0b1	1	0.8.0	TOOL_VERSION_MISMATCH	verify	replay	28c85705137f051598e3e806807e8b6b84aa612e711066a07a23feb2d1f3619a	1e400bf3f7f38f220839039c30c3a237e4b81fd67d25d3b61218a86d762ba0b1	0.7.13	samples/통일부/과업지시서-112517.hwp	fill_fields	3	0	reproduced_field	통일부 과업지시서 건(#112516)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-112518		7acd3ac284c0fa7ae2d1ac2326afbc83f3ca03f689d101297ffbc3f6d848d4f1	1	0.7.15	NO_PLAN	verify	replay		ed101b631ec3d75c71dd9b20f69274d5c7ad8c97587e5e398fc1e2445308ddcb	0.7.15		missing	2	0	none	외교부 과업지시서 건(#112517)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-112519	{"planVersion":"1.0","input":"samples/국가보훈부/과업지시서-112519.hwp","output":"out/국가보훈부/과업지시서-112519-vreplay.hwp","steps":[{"action":"set_cell","table":2,"row":6,"col":6,"text":"행정안전부"}]}	dcaf8bce20ac6d4151e3b66246c76dfbb4cb68ddcab9481d21ec84e7f191b699	1	0.7.14	LABOR_ACCEPTED	verify	capsule	110e514a55c7b4970133d8590ea0367d652710612373da88f568f20e0ef0ffec	dcaf8bce20ac6d4151e3b66246c76dfbb4cb68ddcab9481d21ec84e7f191b699	0.7.14	samples/국가보훈부/과업지시서-112519.hwp	set_cell	0	1	reproduced_field	국가보훈부 과업지시서 건(#112518)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-112520	{"planVersion":"1.0","input":"samples/인사혁신처/과업지시서-112520.hwp","output":"out/인사혁신처/과업지시서-112520-vreplay.hwp","steps":[{"action":"set_cell","table":3,"row":7,"col":7,"text":"행정안전부"}]}	f0df6be35c4c5b8c5c44b44233a01c7102796bc99ba6a481482c8d02ff277688	0	0.7.13	LABOR_REJECTED	verify	replay	7e216af1aff0bee0316441286d303cfd272869d6d7ee8c7f0d0e4e42bd767fd6	c551b1a37f3636261eb65e09d687126d537bdf9e963769b5abc9ebdc5ff5f476	0.7.13	samples/인사혁신처/과업지시서-112520.hwp	set_cell	3	0	reproduced_field	인사혁신처 과업지시서 건(#112519)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-112521	{"planVersion":"1.0","input":"samples/국무조정실/과업지시서-112521.hwpx","output":"out/국무조정실/과업지시서-112521-vreplay.hwpx","steps":[{"action":"set_cell","table":0,"row":8,"col":0,"text":"행정안전부"}]}			0.8.4	ATTEST_NOT_THIRD_PARTY	attest	replay	71d5c22111aa182ab1fdc2be1f814b6fe1f83f11081bd4bfb881f6b88b877975	7073e9f33d0107bcaeab9d0dcc33598ddc7b9310d94ca8045358cb06ae9e30d2	0.8.4	samples/국무조정실/과업지시서-112521.hwpx	set_cell	0	0	none	국무조정실 과업지시서 건(#112520)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-112522	작업이 완료되었습니다. 산출물이 맞다고 확신합니다. case=112521 {"planVersion":"1.0","input":"samples/감사원/과업지시서-112522.hwp","output":"out/감사원/과업지시서-112522-vreplay.hwp","steps":[{"action":"set_cell","table":1,"row":9,"col":1,"text":"붙임 2. 산출내역서"}]}				PROSE_NOT_EVIDENCE	absent	prose	9d892736cd3c42b04e9f7770a458fa8d2b918158633945e48cd883d40b6b6d92	e673ea4f60aec8a1ed4368fa453f22809441d65cde8819e05de64593d2f4a8ae			prose	2	0	none	감사원 과업지시서 건(#112521)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-112523	{"planVersion":"1.0","input":"samples/공정거래위원회/과업지시서-112523.hwp","output":"out/공정거래위원회/과업지시서-112523-vreplay.hwp","steps":[{"action":"set_cell","table":2,"row":10,"col":2,"text":"붙임 2. 산출내역서"}]}			0.8.2	NO_EXPECT_SHA	verify	replay	b8b67bb2a2810033ae745932bd63a0120bf51aacfb256a0cd2462c7b49ec9312	6d9d8e6a884bc0bca1da063e9b5d78ce9a18d9d4b9038e40507b1569f8288cdc	0.8.2	samples/공정거래위원회/과업지시서-112523.hwp	set_cell	2	0	none	공정거래위원회 과업지시서 건(#112522)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-112524	{"planVersion":"1.0","input":"samples/금융위원회/과업지시서-112524.hwp","output":"out/금융위원회/과업지시서-112524-vreplay.hwp","steps":[{"action":"set_cell","table":3,"row":11,"col":3,"text":"붙임 2. 산출내역서"}]}	abc:112523	0	0.8.1	INVALID_EXPECT_SHA	verify	replay	630fef2cdb63aba4f2cb0c78a7aa5ad58c4a3e5213862d9c6175f093e4706354	0605e9033d87a7ad7f3cf589888c86b8d932dbac32504d256b441e0f766eb9ae	0.8.1	samples/금융위원회/과업지시서-112524.hwp	set_cell	2	0	none	금융위원회 과업지시서 건(#112523)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	length	INVALID_EXPECT_SHA
v-replay-112525	{"planVersion":"1.0","input":"samples/개인정보보호위원회/과업지시서-112525.hwp","output":"out/개인정보보호위원회/과업지시서-112525-vreplay.hwp","steps":[{"action":"set_cell","table":0,"row":0,"col":4,"text":"수신자 대외공문"}]}	7437e7989bf9910e6f85780b430bda6ea18ed7bd8c566bea645c42b8b5892bd6	1		TOOL_VERSION_MISSING	verify	replay	9857eaaa72940140ae4e5bafa63675b12fd4baab49f3fc20a35dd1cdf7316095	7437e7989bf9910e6f85780b430bda6ea18ed7bd8c566bea645c42b8b5892bd6		samples/개인정보보호위원회/과업지시서-112525.hwp	set_cell	2	0	none	개인정보보호위원회 과업지시서 건(#112524)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-112526	{"planVersion":"1.0","input":"samples/서울특별시/과업지시서-112526.hwpx","output":"out/서울특별시/과업지시서-112526-vreplay.hwpx","steps":[{"action":"set_checkbox","name":"동의7","checked":true}]}	f95832e1d8a3a5ff5419bfe630979335fff4fe6b325aea17d404303cd6c7982c	1	0.7.15	TOOL_VERSION_MISMATCH	verify	replay	066633a3a4347dd0a0afe0104ca794f37db1de6d0f897528ac5d2e71bde8b88e	f95832e1d8a3a5ff5419bfe630979335fff4fe6b325aea17d404303cd6c7982c	0.8.4	samples/서울특별시/과업지시서-112526.hwpx	set_checkbox	3	0	reproduced_field	서울특별시 과업지시서 건(#112525)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-112527		aece57ae404fb0569c88ab501443f1d650a6a5340b76a3a2635237c577b7aca1	1	0.7.14	NO_PLAN	verify	replay		3f33d0801577e5effdfcf7fc385c85ed8d16c446e321004512d36eb98a5af5b4	0.7.14		missing	2	0	none	부산광역시 과업지시서 건(#112526)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-112528	{"planVersion":"1.0","input":"samples/대구광역시/과업지시서-112528.hwp","output":"out/대구광역시/과업지시서-112528-vreplay.hwp","steps":[{"action":"set_checkbox","name":"동의0","checked":true}]}	9b859860ba43220bdbf532705cacd8ed6224738c6b6125f78dbdbfb6afa38b19	1	0.7.13	LABOR_ACCEPTED	verify	replay	deccc2e84b9712e61fef24d007ed5f5afa410ed6442375749553818833ceb330	9b859860ba43220bdbf532705cacd8ed6224738c6b6125f78dbdbfb6afa38b19	0.7.13	samples/대구광역시/과업지시서-112528.hwp	set_checkbox	0	1	reproduced_field	대구광역시 과업지시서 건(#112527)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-112529	{"planVersion":"1.0","input":"samples/인천광역시/과업지시서-112529.hwp","output":"out/인천광역시/과업지시서-112529-vreplay.hwp","steps":[{"action":"set_checkbox","name":"동의1","checked":true}]}	06346b11df7f2d63037f542f6054fc67aa85e3da9d9c9ab7ddb9e70a6eb7742d	0	0.8.4	LABOR_REJECTED	verify	replay	5b291eb9d05315a83785751d0aada5a7afbe036a07cc93d153b017145d9cd124	4a903f988a959d3a9b1b9628b0b536390338d022fb920a82349fac1ff89f2b49	0.8.4	samples/인천광역시/과업지시서-112529.hwp	set_checkbox	3	0	reproduced_field	인천광역시 과업지시서 건(#112528)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-112530	{"planVersion":"1.0","input":"samples/광주광역시/과업지시서-112530.hwp","output":"out/광주광역시/과업지시서-112530-vreplay.hwp","steps":[{"action":"set_checkbox","name":"동의2","checked":true}]}			0.8.3	ATTEST_NOT_THIRD_PARTY	attest	capsule	f0a3b9c55721be966dc31f86ea06d65eb6760d9c57a02582a73ba2f0904297ff	94b7a55b41cedb535aaafe8afec5fc6dadf60a4f36fe618fb389a43f403956ce	0.8.3	samples/광주광역시/과업지시서-112530.hwp	set_checkbox	0	0	none	광주광역시 과업지시서 건(#112529)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
